code,term,codetype,category,source
363368005,Carcinoma of body of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
326072005,Carcinoma of head of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
372142002,Carcinoma of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
363369002,Carcinoma of tail of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
254611009,Malignant tumour of endocrine pancreas,Snomed Concept,Incident pancreatic non-adenocarcinoma,Aurum browser
866052009,Mixed ductal-neuroendocrine carcinoma of pancreas,Snomed Concept,Incident pancreatic non-adenocarcinoma,Aurum browser
785879009,Mucinous cystadenocarcinoma of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
700423003,Adenocarcinoma of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
700423003,Pancreatic adenocarcinoma,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
792907004,Pancreatic ductal adenocarcinoma,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
681621000119105,Primary adenocarcinoma of body of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
681721000119103,Primary adenocarcinoma of head of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
1651000119109,Primary adenocarcinoma of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
93715005,Primary malignant neoplasm of body of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
372119009,Primary malignant neoplasm of head of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
372003004,Primary malignant neoplasm of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
93939009,Primary malignant neoplasm of pancreatic duct,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
94082003,Primary malignant neoplasm of tail of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
735735001,Primary malignant neuroendocrine neoplasm of pancreas,Snomed Concept,Incident pancreatic non-adenocarcinoma,Aurum browser
782697005,Solid pseudopapillary carcinoma of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
770602005,Squamous cell carcinoma of exocrine pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
713189001,Malignant insulinoma,Snomed Concept,Incident pancreatic non-adenocarcinoma,Aurum browser
16189002,Gastrinoma,Snomed Concept,Incident pancreatic non-adenocarcinoma,Aurum browser
16189002,[M]Gastrinoma and carcinomas,Snomed Concept,Incident pancreatic non-adenocarcinoma,Aurum browser
16189002,[M]Gastrinoma or carcinoma NOS,Snomed Concept,Incident pancreatic non-adenocarcinoma,Aurum browser
16189002,[M]G cell tumour NOS,Snomed Concept,Incident pancreatic non-adenocarcinoma,Aurum browser
314999005,Metastasis from malignant tumour of pancreas,Snomed Concept,Incident pancreatic adenocarcinoma,Aurum browser
B170.00,Malignant neoplasm of head of pancreas,Read,Incident pancreatic adenocarcinoma,Caliber
B171.00,Malignant neoplasm of body of pancreas,Read,Incident pancreatic adenocarcinoma,Caliber
B172.00,Malignant neoplasm of tail of pancreas,Read,Incident pancreatic adenocarcinoma,Caliber
B173.00,Malignant neoplasm of pancreatic duct,Read,Incident pancreatic adenocarcinoma,Caliber
B174.00,Malignant neoplasm of Islets of Langerhans,Read,Incident pancreatic non-adenocarcinoma,Caliber
B175.00,"Malignant neoplasm, overlapping lesion of pancreas",Read,Incident pancreatic adenocarcinoma,Caliber
B17..00,Malignant neoplasm of pancreas,Read,Incident pancreatic adenocarcinoma,Caliber
B17y000,Malignant neoplasm of ectopic pancreatic tissue,Read,Incident pancreatic adenocarcinoma,Caliber
B17y.00,Malignant neoplasm of other specified sites of pancreas,Read,Incident pancreatic adenocarcinoma,Caliber
B17yz00,Malignant neoplasm of specified site of pancreas NOS,Read,Incident pancreatic adenocarcinoma,Caliber
B17z.00,Malignant neoplasm of pancreas NOS,Read,Incident pancreatic adenocarcinoma,Caliber
BB5B100,[M]Islet cell carcinoma,Read,Incident pancreatic non-adenocarcinoma,Caliber
BB5B300,"[M]Insulinoma, malignant",Read,Incident pancreatic non-adenocarcinoma,Caliber
BB5B500,"[M]Glucagonoma, malignant",Read,Incident pancreatic non-adenocarcinoma,Caliber
BB5B600,[M]Mixed islet cell and exocrine adenocarcinoma,Read,Incident pancreatic adenocarcinoma,Caliber
BB5C100,"[M]Gastrinoma, malignant",Read,Incident pancreatic non-adenocarcinoma,Caliber
157,Malignant neoplasm of pancreas,ICD9,Incident pancreatic adenocarcinoma,ICD9 browser
157.0,Malignant neoplasm of pancreas - Head of pancreas,ICD9,Incident pancreatic adenocarcinoma,ICD9 browser
157.1,Malignant neoplasm of pancreas - Body of pancreas,ICD9,Incident pancreatic adenocarcinoma,ICD9 browser
157.2,Malignant neoplasm of pancreas - Tail of pancreas,ICD9,Incident pancreatic adenocarcinoma,ICD9 browser
157.3,Malignant neoplasm of pancreas - Pancreatic duct,ICD9,Incident pancreatic adenocarcinoma,ICD9 browser
157.4,Malignant neoplasm of pancreas - Endocrine pancreas,ICD9,Incident pancreatic non-adenocarcinoma,ICD9 browser
157.8,Malignant neoplasm of pancreas - Other specified sites of pancreas,ICD9,Incident pancreatic adenocarcinoma,ICD9 browser
157.9,"Malignant neoplasm of pancreas - Pancreas, unspecified",ICD9,Incident pancreatic adenocarcinoma,ICD9 browser
C25,Malignant neoplasm of pancreas,ICD10,Incident pancreatic adenocarcinoma,Caliber
C250,Malignant neoplasm of pancreas - Head of pancreas,ICD10,Incident pancreatic adenocarcinoma,Caliber
C251,Malignant neoplasm of pancreas - Body of pancreas,ICD10,Incident pancreatic adenocarcinoma,Caliber
C252,Malignant neoplasm of pancreas - Tail of pancreas,ICD10,Incident pancreatic adenocarcinoma,Caliber
C253,Malignant neoplasm of pancreas - Pancreatic duct,ICD10,Incident pancreatic adenocarcinoma,Caliber
C254,Malignant neoplasm of pancreas - Endocrine pancreas,ICD10,Incident pancreatic non-adenocarcinoma,Caliber
C257,Malignant neoplasm of pancreas - Other parts of pancreas,ICD10,Incident pancreatic adenocarcinoma,Caliber
C258,Malignant neoplasm of pancreas - Overlapping lesion of pancreas,ICD10,Incident pancreatic adenocarcinoma,Caliber
C259,"Malignant neoplasm of pancreas - Pancreas, unspecified",ICD10,Incident pancreatic adenocarcinoma,Caliber
