code,term,codetype,category,source
443502000,Arteriosclerotic heart disease,Snomed Concept,Incident coronary/ischaemic heart disease,Head
443502000,Coronary atherosclerosis,Snomed Concept,Incident coronary/ischaemic heart disease,Head
443502000,Atherosclerosis of coronary artery,Snomed Concept,Incident coronary/ischaemic heart disease,Head
194821006,Coronary thrombosis not resulting in myocardial infarction,Snomed Concept,Incident coronary/ischaemic heart disease,Head
194821006,MI - Myocardial infarction aborted,Snomed Concept,Incident coronary/ischaemic heart disease,Head
194821006,Myocardial infarction aborted,Snomed Concept,Incident coronary/ischaemic heart disease,Head
194821006,Aborted myocardial infarction,Snomed Concept,Incident coronary/ischaemic heart disease,Head
46109009,Subendocardial ischaemia,Snomed Concept,Incident coronary/ischaemic heart disease,Head
315026000,Transient myocardial ischaemia,Snomed Concept,Incident coronary/ischaemic heart disease,Head
413838009,Chronic ischaemic heart disease,Snomed Concept,Incident coronary/ischaemic heart disease,Head
413838009,Other specified chronic ischaemic heart disease,Snomed Concept,Incident coronary/ischaemic heart disease,Head
413838009,Other specified chronic ischaemic heart disease NOS,Snomed Concept,Incident coronary/ischaemic heart disease,Head
413838009,Other chronic ischaemic heart disease NOS,Snomed Concept,Incident coronary/ischaemic heart disease,Head
413838009,[X]Other forms of chronic ischaemic heart disease,Snomed Concept,Incident coronary/ischaemic heart disease,Head
413838009,Chronic ischemic heart disease,Snomed Concept,Incident coronary/ischaemic heart disease,Head
194849004,Ischaemic cardiomyopathy,Snomed Concept,Incident coronary/ischaemic heart disease,Head
194849004,Generalised ischaemic myocardial dysfunction,Snomed Concept,Incident coronary/ischaemic heart disease,Head
194849004,Ischemic cardiomyopathy,Snomed Concept,Incident coronary/ischaemic heart disease,Head
233823002,Silent myocardial ischaemia,Snomed Concept,Incident coronary/ischaemic heart disease,Head
233823002,Asymptomatic ischaemia,Snomed Concept,Incident coronary/ischaemic heart disease,Head
413844008,Chronic myocardial ischaemia,Snomed Concept,Incident coronary/ischaemic heart disease,Head
413844008,Chronic coronary insufficiency,Snomed Concept,Incident coronary/ischaemic heart disease,Head
315348000,Asymptomatic coronary heart disease,Snomed Concept,Incident coronary/ischaemic heart disease,Head
54329005,Acute anterior myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
54329005,Anterior myocardial infarction NOS,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
54329005,Acute myocardial infarction of anterior wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
57054005,Acute myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
57054005,Other acute myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
57054005,Other acute myocardial infarction NOS,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
57054005,Acute myocardial infarction NOS,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
57054005,MI - acute myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
57054005,[X]Acute transmural myocardial infarction of unspecif site,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
57054005,Acute transmural myocardial infarction of unspecif site,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
57054005,Coronary thrombosis,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
57054005,Myocardial Infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
57054005,AMI - Acute myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
22298006,Heart attack,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
22298006,Attack - heart,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
22298006,Myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
22298006,MI - Myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
22298006,Myocardial infarct,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
905351000006109,[RFC] Myocardial infarction (MI),Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
66189004,Post-myocardial infarction syndrome,Snomed Concept,Prevalent coronary/ischaemic heart disease,Head
66189004,Dressler's syndrome,Snomed Concept,Prevalent coronary/ischaemic heart disease,Head
66189004,Postmyocardial infarction syndrome,Snomed Concept,Prevalent coronary/ischaemic heart disease,Head
164865005,ECG: myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
164865005,ECG: myocardial infarct NOS,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
164868007,ECG: antero-septal infarct.,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
164868007,Anteroseptal infarction on electrocardiogram,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
164868007,ECG: anteroseptal infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
164869004,ECG:posterior/inferior infarct,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
164870003,ECG: subendocardial infarct,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
164871004,ECG: lateral infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
315287002,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
398274000,Coronary thrombosis,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
398274000,Thrombosis - coronary,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
398274000,Coronary artery thrombosis,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
398274000,CT - Coronary thrombosis,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
233847009,Cardiac rupture after acute myocardial infarction,Snomed Concept,Prevalent coronary/ischaemic heart disease,Head
233843008,Silent myocardial infarction,Snomed Concept,Uncertain coronary/ischaemic heart disease,Head
233843008,MI - Silent myocardial infarction,Snomed Concept,Uncertain coronary/ischaemic heart disease,Head
70211005,Acute anterolateral myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
70211005,Acute myocardial infarction of anterolateral wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
52035003,Acute anteroapical infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
62695002,Acute anteroseptal myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
65547006,Acute inferolateral myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
65547006,Acute myocardial infarction of inferolateral wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
76593002,Acute inferoposterior infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
76593002,Acute myocardial infarction of inferoposterior wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
233838001,Acute posterior myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
58612006,Acute lateral myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
58612006,Acute myocardial infarction of lateral wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
194802003,True posterior myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
70422006,Acute subendocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
307140009,Acute non-Q wave infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
401314000,Acute non-ST segment elevation myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
401314000,NSTEMI - Non-ST segment elevation MI,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
73795002,Acute myocardial infarction of inferior wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
73795002,Acute inferior myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
304914007,Acute Q-wave infarct,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
304914007,Acute Q wave myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
91335003,Mural thrombosis,Snomed Concept,Uncertain coronary/ischaemic heart disease,Head
91335003,Mural thrombus of heart,Snomed Concept,Uncertain coronary/ischaemic heart disease,Head
15990001,Acute myocardial infarction of posterolateral wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
401303003,Acute ST segment elevation myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
401303003,STEMI - ST elevation myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
194809007,Acute atrial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
10273003,Acute papillary muscle infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
79009004,Acute septal infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
42531007,Microinfarction of heart,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
1755008,Old myocardial infarction,Snomed Concept,Prevalent coronary/ischaemic heart disease,Head
1755008,Healed myocardial infarction,Snomed Concept,Prevalent coronary/ischaemic heart disease,Head
314116003,Post infarct angina,Snomed Concept,Prevalent coronary/ischaemic heart disease,Head
194856005,Subsequent myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
194856005,Subsequent myocardial infarction of other sites,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
194856005,[X]Subsequent myocardial infarction of other sites,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
194856005,[X]Subsequent myocardial infarction of unspecified site,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
194856005,Subsequent myocardial infarction of unspecified site,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
194857001,Subsequent myocardial infarction of anterior wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
194858006,Subsequent myocardial infarction of inferior wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
371068009,Myocardial infarction with complication,Snomed Concept,Uncertain coronary/ischaemic heart disease,Head
194862000,Haemopericardium as current complication following acute myocardial infarction,Snomed Concept,Uncertain coronary/ischaemic heart disease,Head
194863005,Atrial septal defect as current complication following acute myocardial infarction,Snomed Concept,Uncertain coronary/ischaemic heart disease,Head
233846000,Ventricular septal defect as current complication following acute myocardial infarction,Snomed Concept,Uncertain coronary/ischaemic heart disease,Head
233846000,Post-infarction ventricular septal defect,Snomed Concept,Uncertain coronary/ischaemic heart disease,Head
194865003,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction,Snomed Concept,Uncertain coronary/ischaemic heart disease,Head
194866002,Rupture of chordae tendinae as current complication following acute myocardial infarction,Snomed Concept,Uncertain coronary/ischaemic heart disease,Head
194867006,Rupture of papillary muscle as current complication following acute myocardial infarction,Snomed Concept,Uncertain coronary/ischaemic heart disease,Head
194868001,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",Snomed Concept,Uncertain coronary/ischaemic heart disease,Head
129574000,Postoperative myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
129574000,"Postoperative myocardial infarction, unspecified",Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
129574000,Postoperative transmural myocardial infarction other sites,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
129574000,Postoperative transmural myocardial infarction unspec site,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
311792005,Postoperative transmural myocardial infarction of anterior wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
311793000,Postoperative transmural myocardial infarction of inferior wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
311796008,Postoperative subendocardial myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Head
233885007,Post infarction pericarditis,Snomed Concept,Prevalent coronary/ischaemic heart disease,Head
233885007,Post-infarction pericarditis,Snomed Concept,Prevalent coronary/ischaemic heart disease,Head
399211009,Personal history of myocardial infarction,Snomed Concept,Prevalent coronary/ischaemic heart disease,Nhs
399211009,History of myocardial infarction,Snomed Concept,Prevalent coronary/ischaemic heart disease,Nhs
703360004,Subsequent non-ST segment elevation myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
703360004,Subsequent NSTEMI (non-ST segment elevation myocardial infarction),Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
413439005,Acute ischaemic heart disease,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
25106000,Impending infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
233831007,Acute Q wave infarction - inferolateral,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
703164000,Acute anterior ST segment elevation myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
703164000,Acute STEMI (ST elevation myocardial infarction) of anterior wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
1089471000000109,Acute transmural myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
315025001,Refractory angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
428752002,Recent myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
233829003,Acute Q wave infarction - inferior,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
428196007,Mixed myocardial ischaemia and infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
394659003,Acute coronary syndrome,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
394659003,ACS - Acute coronary syndrome,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
59021001,Angina decubitus,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
59021001,Angina decubitus NOS,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
59021001,Angina at rest,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
59021001,Angina at rest,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
59021001,Anginal chest pain at rest,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
4557003,Preinfarction syndrome,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
4557003,Unstable angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
4557003,Crescendo angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
4557003,Preinfarction syndrome,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
4557003,Worsening angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
4557003,Unstable angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
4557003,Pre-infarction syndrome,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
429559004,Typical angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
194828000,Angina pectoris,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
194828000,Stenocardia,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
194828000,Angina pectoris NOS,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
194828000,[X]Other forms of angina pectoris,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
194828000,Angina pectoris NOS,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
194828000,Angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
194828000,Cardiac angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
194828000,Anginal syndrome,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
194828000,Ischaemic heart disease - angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
308065005,H/O: Myocardial infarction in last year,Snomed Concept,Prevalent coronary/ischaemic heart disease,Nhs
414795007,Myocardial ischaemia,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
371807002,Atypical angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
161503005,H/O: myocardial infarct at greater than 60,Snomed Concept,Prevalent coronary/ischaemic heart disease,Nhs
314207007,Non-Q wave myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
161502000,H/O: myocardial infarct at less than 60,Snomed Concept,Prevalent coronary/ischaemic heart disease,Nhs
225566008,Ischaemic chest pain,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
21470009,Syncope anginosa,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
15712881000119105,Acute ST segment elevation myocardial infarction of anterolateral wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
12238151000119107,Acute ST segment elevation myocardial infarction of inferoposterior wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
791000119109,Angina associated with type 2 diabetes mellitus,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
233821000,New onset angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
233842003,Old posterior myocardial infarction,Snomed Concept,Prevalent coronary/ischaemic heart disease,Nhs
194823009,Acute coronary insufficiency,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
194823009,Acute coronary syndrome,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
371804009,Left main coronary artery disease,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
233841005,Old lateral myocardial infarction,Snomed Concept,Prevalent coronary/ischaemic heart disease,Nhs
19057007,Status anginosus,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
371803003,Multi vessel coronary artery disease,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
194843003,Double coronary vessel disease,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
194843003,Two coronary vessel disease,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
194843003,Double vessel coronary artery disease,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
233819005,Stable angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
233840006,Old inferior myocardial infarction,Snomed Concept,Prevalent coronary/ischaemic heart disease,Nhs
194842008,Single coronary vessel disease,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
194842008,Single vessel coronary artery disease,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
233839009,Old anterior myocardial infarction,Snomed Concept,Prevalent coronary/ischaemic heart disease,Nhs
233817007,Triple vessel disease of the heart,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
233817007,Triple vessel coronary artery disease,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
300995000,Angina on effort,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
300995000,Exercise-induced angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
300995000,Exertional angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
300995000,Angina of effort,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
35928006,Nocturnal angina,Snomed Concept,Incident coronary/ischaemic heart disease,Nhs
703213009,Acute ST segment elevation myocardial infarction of inferior wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
703213009,Acute STEMI (ST elevation myocardial infarction) of inferior wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
703213009,Acute inferior ST segment elevation myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
394710008,First myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Nhs
1576301000006104,Cause of Death- Acute Myocardial Infarction,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
15713041000119103,Acute ST segment elevation myocardial infarction of posterior wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
16837681000119104,Myocardial infarction due to demand ischaemia,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
703209002,Subsequent ST segment elevation myocardial infarction of inferior wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
32574007,"Past myocardial infarction diagnosed on ECG AND/OR other special investigation, but currently presenting no symptoms",Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
879955009,Myocardial infarction with non-obstructive coronary artery,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
713405002,Subacute ischaemic heart disease,Snomed Concept,Incident coronary/ischaemic heart disease,Aurum browser
703165004,Acute ST segment elevation myocardial infarction of anterior wall involving right ventricle,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
71911007,Old infarct,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
1083131000000100,Coronary heart disease monitoring invitation email,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
840316004,Acute ST segment elevation myocardial infarction due to distal left anterior descending coronary artery occlusion,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
840316004,Acute STEMI (ST elevation myocardial infarction) due to distal LAD (left anterior descending) coronary artery occlusion,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
1083121000000102,Coronary heart disease monitoring invitation,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
248461000000107,Coronary heart disease monitoring telephone invite,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
248461000000107,Coronary heart disease monitoring telephone invitation,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
809581000000109,Referral to coronary heart disease clinic,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
401254000,Coronary heart disease monitoring deleted,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
390907003,Coronary heart disease monitoring administration,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
12238111000119106,Acute ST segment elevation myocardial infarction of inferolateral wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
401253006,Coronary heart disease monitoring verbal invitation,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
401252001,Coronary heart disease monitoring 3rd letter,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
710031008,Inducible ischaemia manifest on stress test post myocardial infarction,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
308068007,H/O: Treatment for ischaemic heart disease,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
308068007,History of treatment for ischaemic heart disease,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
401251008,Coronary heart disease monitoring 2nd letter,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
840312002,Acute ST segment elevation myocardial infarction due to mid left anterior descending coronary artery occlusion,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
840312002,Acute STEMI (ST elevation myocardial infarction) due to mid LAD (left anterior descending) coronary artery occlusion,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
315021005,Coronary heart disease monitoring refused,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
315021005,Refuses coronary heart disease monitoring,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
315021005,Refuses CHD monitoring,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
401250009,Coronary heart disease monitoring 1st letter,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
401250009,Coronary heart disease monitoring first letter,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
59063002,Acute myocardial infarction of apical-lateral wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
302049001,[X]Other current complicatns following acute myocard infarct,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
302049001,Sequelae of disorders,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
840609007,Acute ST segment elevation myocardial infarction due to occlusion of anterior descending branch of left coronary artery,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
698593009,History of non-ST segment elevation myocardial infarction,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
401248001,Attends coronary heart disease monitoring,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
840309000,Acute ST segment elevation myocardial infarction due to proximal left anterior descending coronary artery occlusion,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
1077002,Septal infarction by electrocardiogram,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
401332000,Coronary heart disease monitoring check done,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
703326006,Mitral valve regurgitation due to acute myocardial infarction,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
64627002,Acute myocardial infarction of high lateral wall,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
401331007,Coronary heart disease monitoring default,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
285981000119103,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
23311000119105,Acute myocardial infarction due to right coronary artery occlusion,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
15713121000119105,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion,Snomed Concept,Emergency presentation of coronary/ischaemic heart disease,Aurum browser
190472002,Postinfarction panhypopituitarism,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
285721000119104,History of acute ST segment elevation myocardial infarction,Snomed Concept,Prevalent coronary/ischaemic heart disease,Aurum browser
