code,term,codetype,category,source
424454009,"Adenocarcinoma of lung, stage III",Snomed Concept,Incident lung cancer,Aurum browser
424993006,"Adenocarcinoma of lung, stage IV",Snomed Concept,Incident lung cancer,Aurum browser
15956381000119100,Adenocarcinoma of right lung,Snomed Concept,Incident lung cancer,Aurum browser
707405009,Primary adenosquamous carcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
707405009,Adenosquamous carcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
254627002,Carcinoid tumour of lung,Snomed Concept,Incident lung cancer,Aurum browser
254627002,Carcinoid tumor of lung,Snomed Concept,Incident lung cancer,Aurum browser
448993007,Carcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
254628007,Carcinoma of lung parenchyma,Snomed Concept,Incident lung cancer,Aurum browser
109390005,Kaposi's sarcoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
254629004,Large cell carcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
724059003,Malignant neoplasm of lower lobe of left lung,Snomed Concept,Incident lung cancer,Aurum browser
724056005,Malignant neoplasm of lower lobe of right lung,Snomed Concept,Incident lung cancer,Aurum browser
724060008,Malignant neoplasm of right upper lobe of lung,Snomed Concept,Incident lung cancer,Aurum browser
724058006,Malignant neoplasm of upper lobe of left lung,Snomed Concept,Incident lung cancer,Aurum browser
424132000,"Non-small cell carcinoma of lung, TNM stage 1",Snomed Concept,Incident lung cancer,Aurum browser
422968005,"Non-small cell carcinoma of lung, TNM stage 3",Snomed Concept,Incident lung cancer,Aurum browser
423121009,"Non-small cell carcinoma of lung, TNM stage 4",Snomed Concept,Incident lung cancer,Aurum browser
707458004,Primary pleomorphic carcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
707458004,Pleomorphic carcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
707409003,Primary acinar cell carcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
1078881000119102,Primary adenocarcinoma of lower lobe of left lung,Snomed Concept,Incident lung cancer,Aurum browser
1078931000119107,Primary adenocarcinoma of lower lobe of right lung,Snomed Concept,Incident lung cancer,Aurum browser
707451005,Primary adenocarcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
1078901000119100,Primary adenocarcinoma of upper lobe of left lung,Snomed Concept,Incident lung cancer,Aurum browser
1078961000119104,Primary adenocarcinoma of upper lobe of right lung,Snomed Concept,Incident lung cancer,Aurum browser
707454002,Primary basaloid squamous cell carcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
707453008,Primary clear cell squamous cell carcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
93864006,Primary malignant neoplasm of lower lobe of left lung,Snomed Concept,Incident lung cancer,Aurum browser
890529001,Primary malignant neoplasm of right lung,Snomed Concept,Incident lung cancer,Aurum browser
93992002,Primary malignant neoplasm of right middle lobe of lung,Snomed Concept,Incident lung cancer,Aurum browser
93993007,Primary malignant neoplasm of upper lobe of right lung,Snomed Concept,Incident lung cancer,Aurum browser
722528008,Primary malignant neuroendocrine neoplasm of lung,Snomed Concept,Incident lung cancer,Aurum browser
707404008,Primary mixed subtype adenocarcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
707465007,Primary mucoepidermoid carcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
707469001,Primary non-mucinous bronchiolo-alveolar carcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
707455001,Primary papillary squamous cell carcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
67821000119109,"Primary small cell malignant neoplasm of lung, TNM stage 2",Snomed Concept,Incident lung cancer,Aurum browser
67831000119107,"Primary small cell malignant neoplasm of lung, TNM stage 3",Snomed Concept,Incident lung cancer,Aurum browser
67841000119103,"Primary small cell malignant neoplasm of lung, TNM stage 4",Snomed Concept,Incident lung cancer,Aurum browser
707457009,Primary spindle cell carcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
707460002,Sarcomatoid carcinoma of lung,Snomed Concept,Incident lung cancer,Aurum browser
12240951000119107,Squamous cell carcinoma of left lung,Snomed Concept,Incident lung cancer,Aurum browser
423295000,"Squamous cell carcinoma of lung, TNM stage 1",Snomed Concept,Incident lung cancer,Aurum browser
423468007,"Squamous cell carcinoma of lung, TNM stage 2",Snomed Concept,Incident lung cancer,Aurum browser
425230006,"Squamous cell carcinoma of lung, TNM stage 3",Snomed Concept,Incident lung cancer,Aurum browser
12240991000119102,Squamous cell carcinoma of right lung,Snomed Concept,Incident lung cancer,Aurum browser
723301009,Squamous non-small cell lung cancer,Snomed Concept,Incident lung cancer,Aurum browser
254638002,Pancoast tumour,Snomed Concept,Incident lung cancer,Aurum browser
415085002,[V]Personal history of malignant neoplasm of trachea,Snomed Concept,Prevalent lung cancer,Aurum browser
415085002,H/O: * trachea,Snomed Concept,Prevalent lung cancer,Aurum browser
1576241000006109,Cause of Death- Ca Trachea/Bronchus/Lung NOS,Snomed Concept,Prevalent lung cancer,Aurum browser
187853005,Malignant neoplasm of cartilage of trachea,Snomed Concept,Incident lung cancer,Aurum browser
315006004,Metastasis from malignant tumour of lung,Snomed Concept,Incident lung cancer,Aurum browser
315005000,Metastasis from malignant tumour of bronchus,Snomed Concept,Incident lung cancer,Aurum browser
B220100,Malignant neoplasm of mucosa of trachea,Read,Incident lung cancer,Caliber
B220.00,Malignant neoplasm of trachea,Read,Incident lung cancer,Caliber
B220z00,Malignant neoplasm of trachea NOS,Read,Incident lung cancer,Caliber
B221000,Malignant neoplasm of carina of bronchus,Read,Incident lung cancer,Caliber
B221100,Malignant neoplasm of hilus of lung,Read,Incident lung cancer,Caliber
B221.00,Malignant neoplasm of main bronchus,Read,Incident lung cancer,Caliber
B221z00,Malignant neoplasm of main bronchus NOS,Read,Incident lung cancer,Caliber
B222000,Malignant neoplasm of upper lobe bronchus,Read,Incident lung cancer,Caliber
B222100,Malignant neoplasm of upper lobe of lung,Read,Incident lung cancer,Caliber
B222.00,"Malignant neoplasm of upper lobe, bronchus or lung",Read,Incident lung cancer,Caliber
B222.11,Pancoast's syndrome,Read,Incident lung cancer,Caliber
B222z00,"Malignant neoplasm of upper lobe, bronchus or lung NOS",Read,Incident lung cancer,Caliber
B223000,Malignant neoplasm of middle lobe bronchus,Read,Incident lung cancer,Caliber
B223100,Malignant neoplasm of middle lobe of lung,Read,Incident lung cancer,Caliber
B223.00,"Malignant neoplasm of middle lobe, bronchus or lung",Read,Incident lung cancer,Caliber
B223z00,"Malignant neoplasm of middle lobe, bronchus or lung NOS",Read,Incident lung cancer,Caliber
B224000,Malignant neoplasm of lower lobe bronchus,Read,Incident lung cancer,Caliber
B224100,Malignant neoplasm of lower lobe of lung,Read,Incident lung cancer,Caliber
B224.00,"Malignant neoplasm of lower lobe, bronchus or lung",Read,Incident lung cancer,Caliber
B224z00,"Malignant neoplasm of lower lobe, bronchus or lung NOS",Read,Incident lung cancer,Caliber
B225.00,Malignant neoplasm of overlapping lesion of bronchus & lung,Read,Incident lung cancer,Caliber
B22..00,"Malignant neoplasm of trachea, bronchus and lung",Read,Incident lung cancer,Caliber
B22y.00,Malignant neoplasm of other sites of bronchus or lung,Read,Incident lung cancer,Caliber
B22z.00,Malignant neoplasm of bronchus or lung NOS,Read,Incident lung cancer,Caliber
B22z.11,Lung cancer,Read,Incident lung cancer,Caliber
BB5S200,[M]Bronchiolo-alveolar adenocarcinoma,Read,Incident lung cancer,Caliber
BB5S211,[M]Alveolar cell carcinoma,Read,Incident lung cancer,Caliber
BB5S212,[M]Bronchiolar carcinoma,Read,Incident lung cancer,Caliber
BB5S400,[M]Alveolar adenocarcinoma,Read,Incident lung cancer,Caliber
Byu2000,"[X]Malignant neoplasm of bronchus or lung, unspecified",Read,Incident lung cancer,Caliber
ZV10100,[V]Personal history of malig neop of trachea/bronchus/lung,Read,Prevalent lung cancer  ,Caliber
ZV10111,[V]Personal history of malignant neoplasm of bronchus,Read,Prevalent lung cancer  ,Caliber
ZV10112,[V]Personal history of malignant neoplasm of lung,Read,Prevalent lung cancer  ,Caliber
162,"Malignant neoplasm of trachea, bronchus and lung",ICD9,Incident lung cancer,ICD9 browser
162.0,Malignant neoplasm of trachea,ICD9,Incident lung cancer,ICD9 browser
162.2,Malignant neoplasm of lung - Main bronchus,ICD9,Incident lung cancer,ICD9 browser
162.3,"Malignant neoplasm of lung - Upper lobe, bronchus or lung",ICD9,Incident lung cancer,ICD9 browser
162.4,"Malignant neoplasm of lung - Middle lobe, bronchus or lung",ICD9,Incident lung cancer,ICD9 browser
162.5,"Malignant neoplasm of lung - Lower lobe, bronchus or lung",ICD9,Incident lung cancer,ICD9 browser
162.8,Malignant neoplasm of lung - Other parts of bronchus or lung,ICD9,Incident lung cancer,ICD9 browser
162.9,"Malignant neoplasm of lung - Bronchus or lung, unspecified",ICD9,Incident lung cancer,ICD9 browser
C33,Malignant neoplasm of trachea,ICD10,Incident lung cancer,Caliber
C34,Malignant neoplasm of lung,ICD10,Incident lung cancer,Caliber
C340,Malignant neoplasm of lung - Main bronchus,ICD10,Incident lung cancer,Caliber
C341,"Malignant neoplasm of lung - Upper lobe, bronchus or lung",ICD10,Incident lung cancer,Caliber
C342,"Malignant neoplasm of lung - Middle lobe, bronchus or lung",ICD10,Incident lung cancer,Caliber
C343,"Malignant neoplasm of lung - Lower lobe, bronchus or lung",ICD10,Incident lung cancer,Caliber
C348,Malignant neoplasm of lung - Overlapping lesion of bronchus and lung,ICD10,Incident lung cancer,Caliber
C349,"Malignant neoplasm of lung - Bronchus or lung, unspecified",ICD10,Incident lung cancer,Caliber
