code,term,codetype,category,source
314191009,Cystadenocarcinoma of ovary,Snomed Concept,Incident ovarian cancer     ,Aurum browser
254874008,Dysgerminoma of ovary,Snomed Concept,Incident ovarian cancer     ,Aurum browser
254869000,Malignant germ cell tumour of ovary,Snomed Concept,Incident ovarian cancer     ,Aurum browser
254869000,Malignant germ cell tumor of ovary,Snomed Concept,Incident ovarian cancer     ,Aurum browser
827162007,Malignant immature teratoma of ovary,Snomed Concept,Incident ovarian cancer     ,Aurum browser
254860001,Malignant sex cord tumour of ovary,Snomed Concept,Incident ovarian cancer     ,Aurum browser
369605005,Malignant tumour involving an organ by separate metastasis from ovary,Snomed Concept,Incident ovarian cancer     ,Aurum browser
254851009,Mucinous cystadenocarcinoma of ovary,Snomed Concept,Incident ovarian cancer     ,Aurum browser
722685004,Primary high grade serous adenocarcinoma of ovary,Snomed Concept,Incident ovarian cancer     ,Aurum browser
722684000,Primary low grade serous adenocarcinoma of ovary,Snomed Concept,Incident ovarian cancer     ,Aurum browser
733361001,Primary mucinous adenocarcinoma of ovary,Snomed Concept,Incident ovarian cancer     ,Aurum browser
254850005,Serous papillary cystadenocarcinoma ovary,Snomed Concept,Incident ovarian cancer     ,Aurum browser
254856004,Undifferentiated carcinoma of ovary,Snomed Concept,Incident ovarian cancer     ,Aurum browser
B440.00,Malignant neoplasm of ovary,Read,Incident ovarian cancer    ,Caliber
B440.11,Cancer of ovary,Read,Incident ovarian cancer    ,Caliber
BBQA100,"[M]Struma ovarii, malignant",Read,Incident ovarian cancer    ,Caliber
D212000,Anaemia in ovarian carcinoma,Read,Prevalent ovarian cancer   ,Caliber
ZV10414,[V]Personal history of malignant neoplasm of ovary,Read,Prevalent ovarian cancer   ,Caliber
B44..00,Malignant neoplasm of ovary and other uterine adnexa,Read,Incident ovarian cancer    ,Gold browser
183.0,Malignant neoplasm of ovary,ICD9,Incident ovarian cancer ,ICD9 browser
C56,Malignant neoplasm of ovary,ICD10,Incident ovarian cancer ,Caliber
