code,term,codetype,category,source
13645005,Chronic airflow limitation,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
13645005,COPD - Chronic obstructive pulmonary disease,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
13645005,Chronic airway disease,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
11932331000006104,COPD GOLD group A,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
11932341000006109,COPD GOLD group B,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
11932351000006106,COPD GOLD group C,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
11932361000006108,COPD GOLD group D,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
1877361000006100,COPD clinical management plan no longer in place,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Head
1771441000006102,COPD patient experience discussed,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Head
611541000000106,Chr. airway obstruction NOS,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
611541000000106,Chronic obst. pulm. dis. NOS,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
1823851000006103,Chronic obstructive pulmonary disease confirmed,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
1856591000006104,Chronic obstructive pulmonary disease follow-up assessment,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
2009451000006109,Chronic obstructive pulmonary disease post discharge review,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Head
1856571000006100,Chronic obstructive pulmonary disease severity,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Head
110011000000107,DNA - Did not attend chronic obstructive pulmonary disease clinic,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Head
110011000000107,Did not attend chronic obstructive pulmonary disease clinic,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Head
1882451000006100,No COPD exacerbations in past year,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Head
2009511000006109,Not suitable for step down change in COPD management plan,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Head
857661000000104,Seen in chronic obstructive pulmonary disease clinic,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Head
857661000000104,Seen in COPD (chronic obstructive pulmonary disease) clinic,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Head
704123000,Step down change in chronic obstructive pulmonary disease management plan,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Head
2009501000006106,Suitable for step down change in COPD management plan,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Head
909711000006107,[RFC] Chronic obstructive pulmonary disease (COPD),Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
84409004,Fetid chronic bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
84409004,Purulent chronic bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
84409004,Fetid chronic bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
185086009,Emphysematous bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
185086009,Obstructive chronic bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
185086009,Obstructive chronic bronchitis NOS,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
185086009,Chronic obstructive bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
63480004,Chronic bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
63480004,Other chronic bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
63480004,Other chronic bronchitis NOS,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
63480004,Chronic bronchitis NOS,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
61937009,Simple chronic bronchitis NOS,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
61937009,Simple chronic bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
89549007,Chronic catarrhal bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
89549007,Catarrhal bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
74417001,Mucopurulent chronic bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
74417001,Mucopurulent chronic bronchitis NOS,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
74417001,Mucopurulent chr. bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195949008,Chronic asthmatic bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195949008,Chronic wheezy bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195949008,Recurrent wheezy bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195951007,Acute exacerbation of chronic obstructive airways disease,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195951007,"Chron obstruct pulmonary dis wth acute exacerbation, unspec",Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195951007,Acute exacerbation of COPD,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195951007,Acute exacerbation of chronic obstructive pulmonary disease,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
40100001,Obliterating fibrous bronchiolitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
40100001,Bronchiolitis obliterans,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
40100001,Obliterative bronchiolitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195953005,Mixed simple and mucopurulent chronic bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
52571006,Chronic tracheobronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
87433001,Other emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
87433001,Emphysema NOS,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
87433001,[X]Other emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
87433001,Other emphysema NOS,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
87433001,Pulmonary emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
87433001,Emphysema of lung,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195957006,Chronic bullous emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195957006,Chronic bullous emphysema NOS,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195957006,Emphysematous bulla,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195957006,Bullous emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195958001,Segmental bullous emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195959009,Zonal bullous emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
16003001,Giant bullous emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
266355005,Bullous emphysema with collapse,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
4981000,Panlobular emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
68328006,Centrilobular emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
68328006,Centriacinar emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
195963002,Acute vesicular emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
266356006,Atrophic (senile) emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
77690003,Interstitial pulmonary emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
77690003,Acute interstitial emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
77690003,Interstitial emphysema of lung,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
45145000,MacLeod's unilateral emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
45145000,Sawyer - Jones syndrome,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
45145000,Unilateral emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
45145000,Swyer-James syndrome,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
313296004,Mild chronic obstructive pulmonary disease,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
313297008,Moderate chronic obstructive pulmonary disease,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
313299006,Severe chronic obstructive pulmonary disease,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
293991000000106,Very severe chronic obstructive pulmonary disease,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
135836000,End stage chronic obstructive airways disease,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
135836000,End stage chronic obstructive pulmonary disease,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
196001008,Chronic obstructive pulmonary disease with acute lower respiratory infection,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
196026004,Chronic emphysema due to chemical fumes,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
196027008,Obliterative bronchiolitis due to chemical fumes,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
196027008,Toxic bronchiolitis obliterans,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
866901000000103,Eosinophilic bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Head
425748003,Acute exacerbation of chronic bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Nhs
83271005,Chronic laryngotracheitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Nhs
360470001,Chronic mucus hypersecretion,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Nhs
7457009,Chronic tracheitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Nhs
33325001,Compensatory emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Nhs
31898008,Paraseptal emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Nhs
31898008,Subpleural emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Nhs
233674008,Pulmonary emphysema in alpha-1 PI deficiency,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Nhs
233677001,Scar emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Nhs
233675009,Toxic emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Nhs
233675009,Chemical emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Nhs
716291000000101,Excepted from COPD quality indicators - informed dissent,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
390891009,Chronic obstructive pulmonary disease monitoring,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
390891009,COPD self-management plan given,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
394702007,Chronic obstructive pulmonary disease follow-up,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
394702007,COAD follow-up,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
394702007,COPD follow-up,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
939991000006108,COPD medication review,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
940131000006102,COPD monitoring administration,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
940141000006107,COPD monitoring invite 1,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
940151000006109,COPD monitoring invite 2,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
940161000006106,COPD monitoring invite 3,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
371611000000107,Chronic obstructive pulmonary disease patient unsuitable for pulmonary rehabilitation,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
371611000000107,COPD patient unsuitable for pulmonary rehabilitation,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
371611000000107,COPD (Chronic obstructive pulmonary disease) patient unsuitable for pulmonary rehabilitation,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
826111000000109,On chronic obstructive pulmonary disease supportive care pathway,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
826111000000109,On COPD (chronic obstructive pulmonary disease) supportive care pathway,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1822171000006107,COPD pathway protocol not followed,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1880061000006106,COPD management plan declined,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
408501008,Emergency hospital admission for chronic obstructive pulmonary disease,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
408501008,Emergency hospital admission for COPD (chronic obstructive pulmonary disease),Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
198401000000104,Chronic obstructive pulmonary disease disturbs sleep,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
198401000000104,COPD (chronic obstructive pulmonary disease) disturbs sleep,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
383611000000102,At risk of chronic obstructive pulmonary disease exacerbation,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
383611000000102,At risk of COPD (chronic obstructive pulmonary disease) exacerbation,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
760601000000107,Chronic obstructive pulmonary disease 3 monthly review,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
760601000000107,COPD (chronic obstructive pulmonary disease) 3 monthly review,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
760621000000103,Chronic obstructive pulmonary disease 6 monthly review,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
760621000000103,COPD (chronic obstructive pulmonary disease) 6 monthly review,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
848431000000106,Chronic obstructive pulmonary disease care pathway,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
848431000000106,COPD (chronic obstructive pulmonary disease) care pathway,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
857791000000103,Chronic obstructive pulmonary disease rescue pack declined,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
857791000000103,COPD (chronic obstructive pulmonary disease) rescue pack declined,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
859431000000102,Chronic obstructive pulmonary disease care assessment,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
859431000000102,COPD (chronic obstructive pulmonary disease) care assessment,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1065151000000105,Number of hospital admissions due to COPD (chronic obstructive pulmonary disease) in past year,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1066281000000104,COPD (chronic obstructive pulmonary disease) monitoring SMS (short message service) text message invitation,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1066821000000101,COPD (chronic obstructive pulmonary disease) monitoring SMS (short message service) text message first invitation,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1066841000000108,COPD (chronic obstructive pulmonary disease) monitoring SMS (short message service) text message second invitation,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1066851000000106,COPD (chronic obstructive pulmonary disease) monitoring SMS (short message service) text message third invitation,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
270473001,H/O: chr.obstr. airway disease,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
270473001,History of chronic obstructive pulmonary disease,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
270473001,History of chronic obstructive airway disease,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1771201000006100,Chronic obstructive pulmonary disease multidisciplinary review,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
473202005,Optimisation of medication for chronic obstructive pulmonary disease,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
789661000000102,Preferred place of care for next exacerbation of chronic obstructive pulmonary disease,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
783631000000109,General practitioner out of hours service notified of chronic obstructive pulmonary disease care plan,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
811961000000106,Chronic obstructive pulmonary disease self-management plan agreed,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
820341000000109,Chronic obstructive pulmonary disease rescue pack not indicated,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1839331000006101,Seen in chronic obstructive pulmonary disease clinic,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1856491000006103,Chronic obstructive pulmonary disease monitoring in primary care,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1856501000006106,Chronic obstructive pulmonary disease monitoring secondary care,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1856581000006102,Chronic obstructive pulmonary disease monitoring default,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1882371000006102,Shared care chronic obstructive pulmonary disease monitoring,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
857811000000102,Chronic obstructive pulmonary disease written self management plan declined,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
892321000000109,Chronic obstructive pulmonary disease management plan declined,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
827571000000106,Has chronic obstructive pulmonary disease care plan,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
897311000000101,Shared care chronic obstructive pulmonary disease monitoring,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
897311000000101,Shared care COPD (chronic obstructive pulmonary disease) monitoring,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
716358000,Telehealth chronic obstructive pulmonary disease monitoring,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
473223004,Chronic obstructive lung disorder medication review,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
702839006,Chronic obstructive pulmonary disease clinic,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
704121003,Step up change in chronic obstructive pulmonary disease management plan,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
106001000119101,Chronic obstructive lung disease co-occurrent with acute bronchitis,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Aurum browser
293241000119100,Acute exacerbation of chronic obstructive bronchitis,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
711431000000109,Chronic obstructive pulmonary disease monitoring invitation,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
753941000000104,Discussion about chronic obstructive pulmonary disease exacerbation plan,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
857821000000108,Chronic obstructive pulmonary disease self management plan not appropriate,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1066231000000103,Chronic obstructive pulmonary disease monitoring email invitation,Snomed Concept,Prevalent chronic obstructive pulmonary disorder,Aurum browser
1097861000000108,GOLD (Global Initiative for Chronic Obstructive Lung Disease) 2017 group,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Aurum browser
1097871000000101,GOLD (Global Initiative for Chronic Obstructive Lung Disease) 2017 group A,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Aurum browser
1097891000000102,GOLD (Global Initiative for Chronic Obstructive Lung Disease) 2017 group C,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Aurum browser
1097881000000104,GOLD (Global Initiative for Chronic Obstructive Lung Disease) 2017 group B,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Aurum browser
1097901000000101,GOLD (Global Initiative for Chronic Obstructive Lung Disease) 2017 group D,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Aurum browser
851261000006100,"Chronic bronchitis, acute exac",Snomed Concept,Incident chronic obstructive pulmonary disorder ,Aurum browser
785736001,Chronic bronchitis co-occurrent with wheeze,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Aurum browser
719218000,Cryptogenic organising pneumonia,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Aurum browser
719218000,Bronchiolitis obliterans organising pneumonia,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Aurum browser
909721000006104,[RFC] Emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Aurum browser
16846004,Obstructive emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Aurum browser
49158009,Emphysema,Snomed Concept,Incident chronic obstructive pulmonary disorder ,Aurum browser
14B3.12,History of chronic obstructive pulmonary disease,Read,Prevalent chronic obstructive pulmonary disorder,Caliber
H310000,Chronic catarrhal bronchitis,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H310.00,Simple chronic bronchitis,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H310z00,Simple chronic bronchitis NOS,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H311000,Purulent chronic bronchitis,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H311100,Fetid chronic bronchitis,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H311.00,Mucopurulent chronic bronchitis,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H311z00,Mucopurulent chronic bronchitis NOS,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H312000,Chronic asthmatic bronchitis,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H312011,Chronic wheezy bronchitis,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H312100,Emphysematous bronchitis,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H312200,Acute exacerbation of chronic obstructive airways disease,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H312300,Bronchiolitis obliterans,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H312.00,Obstructive chronic bronchitis,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H312z00,Obstructive chronic bronchitis NOS,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H313.00,Mixed simple and mucopurulent chronic bronchitis,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H31..00,Chronic bronchitis,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H31y100,Chronic tracheobronchitis,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H31y.00,Other chronic bronchitis,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H31yz00,Other chronic bronchitis NOS,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H31z.00,Chronic bronchitis NOS,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H320000,Segmental bullous emphysema,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H320100,Zonal bullous emphysema,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H320200,Giant bullous emphysema,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H320300,Bullous emphysema with collapse,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H320.00,Chronic bullous emphysema,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H320z00,Chronic bullous emphysema NOS,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H321.00,Panlobular emphysema,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H322.00,Centrilobular emphysema,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H32..00,Emphysema,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H32y000,Acute vesicular emphysema,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H32y100,Atrophic (senile) emphysema,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H32y111,Acute interstitial emphysema,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H32y200,MacLeod's unilateral emphysema,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H32y.00,Other emphysema,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H32yz00,Other emphysema NOS,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H32z.00,Emphysema NOS,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H36..00,Mild chronic obstructive pulmonary disease,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H37..00,Moderate chronic obstructive pulmonary disease,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H38..00,Severe chronic obstructive pulmonary disease,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H39..00,Very severe chronic obstructive pulmonary disease,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H3A..00,End stage chronic obstructive airways disease,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H3...00,Chronic obstructive pulmonary disease,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H3...11,Chronic obstructive airways disease,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H3y0.00,Chronic obstruct pulmonary dis with acute lower resp infectn,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H3y1.00,"Chron obstruct pulmonary dis wth acute exacerbation, unspec",Read,Incident chronic obstructive pulmonary disorder ,Caliber
H3y..00,Other specified chronic obstructive airways disease,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H3y..11,Other specified chronic obstructive pulmonary disease,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H3z..00,Chronic obstructive airways disease NOS,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H3z..11,Chronic obstructive pulmonary disease NOS,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H464000,Chronic emphysema due to chemical fumes,Read,Incident chronic obstructive pulmonary disorder ,Caliber
H464100,Obliterative bronchiolitis due to chemical fumes,Read,Incident chronic obstructive pulmonary disorder ,Caliber
